epoch,step,trainLoss
24,49,2.5110344886779785
49,99,0.33036214113235474
74,149,0.1429876685142517
99,199,0.09839274734258652
124,249,0.10549309104681015
149,299,0.0877964049577713
174,349,0.09149037301540375
199,399,0.1281861960887909
224,449,0.09918943047523499
249,499,0.12960205972194672
274,549,0.11959755420684814
299,599,0.06500326842069626
324,649,0.0910126268863678
349,699,0.06599095463752747
374,749,0.08371643722057343
399,799,0.08408812433481216
424,849,0.13529755175113678
449,899,0.13331358134746552
474,949,0.11809989809989929
499,999,0.07923438400030136
524,1049,0.059452127665281296
549,1099,0.08049257099628448
574,1149,0.06993202120065689
599,1199,0.08473847806453705
624,1249,0.065329909324646
649,1299,0.07086382806301117
674,1349,0.0847112312912941
699,1399,0.08297553658485413
724,1449,0.0821521058678627
749,1499,0.07635606825351715
774,1549,0.07329091429710388
799,1599,0.13595156371593475
824,1649,0.08488141745328903
849,1699,0.08589909225702286
874,1749,0.10196472704410553
899,1799,0.1104937270283699
