epoch,step,trainLoss
49,49,0.9889554977416992
99,99,0.10801507532596588
149,149,0.060664642602205276
199,199,0.048578374087810516
249,249,0.07005712389945984
299,299,0.051506079733371735
349,349,0.0639861449599266
399,399,0.07137131690979004
449,449,0.0863828957080841
499,499,0.06626444309949875
549,549,0.21861450374126434
599,599,0.03663156181573868
649,649,0.0685487613081932
699,699,0.09783491492271423
749,749,0.044883232563734055
799,799,0.08948108553886414
849,849,0.14377586543560028
899,899,0.028985729441046715
