epoch,step,trainLoss
0,49,4.700264930725098
0,99,1.553656816482544
0,149,0.02130414918065071
0,199,0.0949859544634819
0,249,0.022907573729753494
0,299,0.057957202196121216
0,349,0.48460954427719116
0,399,0.2783401906490326
0,449,0.13677135109901428
0,499,2.3289036750793457
0,549,0.005752230063080788
0,599,0.12461771816015244
0,649,0.003190870862454176
0,699,0.0013401811011135578
0,749,0.0024918694980442524
0,799,0.0007561786333099008
0,849,0.5956312417984009
0,899,0.003524285973981023
0,949,0.000894393480848521
0,999,0.16672936081886292
0,1049,0.7841843366622925
0,1099,0.0007925126701593399
