epoch,step,trainLoss
16,49,2.3439431190490723
33,99,1.424483299255371
49,149,0.14712056517601013
66,199,0.14607861638069153
83,249,0.09260477125644684
99,299,0.10780393332242966
116,349,0.04163007810711861
133,399,0.0290453489869833
149,449,0.09324689954519272
166,499,0.06395772844552994
183,549,0.052059054374694824
199,599,0.0767330750823021
216,649,0.04003003239631653
233,699,0.027999714016914368
249,749,0.08318611979484558
266,799,0.027009543031454086
283,849,0.028400544077157974
299,899,0.09293539822101593
316,949,0.02167319692671299
333,999,0.0419517382979393
349,1049,0.0833384171128273
366,1099,0.05356821417808533
383,1149,0.024791233241558075
