epoch,step,trainLoss
16,49,1.7309573888778687
33,99,2.764207601547241
49,149,0.8003516793251038
66,199,0.617752194404602
83,249,0.0581403486430645
99,299,0.662829577922821
116,349,0.13732099533081055
133,399,0.0371536910533905
149,449,0.018648751080036163
166,499,0.08684541285037994
183,549,0.01563478261232376
199,599,0.03426264598965645
216,649,0.07157067954540253
233,699,0.013849209062755108
249,749,0.14465102553367615
266,799,0.04734067618846893
283,849,0.012452060356736183
299,899,0.030549094080924988
316,949,0.05514132231473923
333,999,0.011633026413619518
349,1049,0.03193610906600952
366,1099,0.06869342923164368
383,1149,0.007491796277463436
399,1199,0.031560689210891724
416,1249,0.04712068662047386
433,1299,0.008423997089266777
449,1349,0.026370041072368622
466,1399,0.061739783734083176
483,1449,0.008065229281783104
499,1499,0.028788266703486443
516,1549,0.06346021592617035
533,1599,0.007505246438086033
549,1649,0.030886642634868622
566,1699,0.04746507853269577
583,1749,0.007891555316746235
599,1799,0.02503211796283722
616,1849,0.05592544004321098
633,1899,0.028983285650610924
649,1949,0.02770422212779522
666,1999,0.054299384355545044
683,2049,0.0050946129485964775
699,2099,0.026732981204986572
716,2149,0.04135272279381752
733,2199,0.013329587876796722
749,2249,0.020496929064393044
766,2299,0.04357403889298439
783,2349,0.019236449152231216
799,2399,0.026357194408774376
816,2449,0.05960942059755325
833,2499,0.004381193779408932
849,2549,0.025378821417689323
866,2599,0.03563973307609558
883,2649,0.004643069114536047
899,2699,0.02202041819691658
916,2749,0.03763512149453163
933,2799,0.012999762780964375
949,2849,0.02384432591497898
966,2899,0.044169653207063675
983,2949,0.004956800024956465
999,2999,0.024880841374397278
1016,3049,0.030692020431160927
1033,3099,0.005066957790404558
1049,3149,0.019054412841796875
1066,3199,0.034016337245702744
1083,3249,0.00920838676393032
1099,3299,0.020885145291686058
1116,3349,0.04066593572497368
1133,3399,0.00491738086566329
1149,3449,0.025943540036678314
1166,3499,0.033171217888593674
1183,3549,0.004704876337200403
1199,3599,0.0173590499907732
1216,3649,0.03472841903567314
1233,3699,0.006856138352304697
1249,3749,0.0186125710606575
1266,3799,0.04893755540251732
1283,3849,0.005159307271242142
1299,3899,0.02528260089457035
1316,3949,0.030563462525606155
1333,3999,0.005447423551231623
1349,4049,0.01544258277863264
1366,4099,0.034764353185892105
1383,4149,0.012430595234036446
1399,4199,0.01821952871978283
1416,4249,0.045940447598695755
1433,4299,0.005521743092685938
1449,4349,0.02545466646552086
1466,4399,0.02970919944345951
1483,4449,0.004955184645950794
1499,4499,0.015482437796890736
1516,4549,0.033268485218286514
1533,4599,0.014595113694667816
1549,4649,0.01798303797841072
1566,4699,0.04161153733730316
1583,4749,0.0051022362895309925
1599,4799,0.02526119537651539
1616,4849,0.02899736538529396
1633,4899,0.0049566663801670074
1649,4949,0.014372003264725208
1666,4999,0.03287534788250923
1683,5049,0.008486626669764519
1699,5099,0.01627170294523239
1716,5149,0.038790397346019745
1733,5199,0.005248288623988628
1749,5249,0.021818090230226517
1766,5299,0.028430964797735214
1783,5349,0.005225720349699259
1799,5399,0.013097102753818035
