epoch,step,trainLoss
16,49,1.7202732563018799
33,99,0.9049774408340454
49,149,0.04986730217933655
66,199,0.040633704513311386
83,249,0.027191702276468277
99,299,0.005056658759713173
116,349,0.017452877014875412
133,399,0.02450290322303772
149,449,0.005073356442153454
166,499,0.01723247952759266
183,549,0.02189098671078682
199,599,0.0035466160625219345
216,649,0.019144106656312943
233,699,0.03215324133634567
249,749,0.00593976117670536
266,799,0.007473521865904331
283,849,0.022134603932499886
299,899,0.0038860554341226816
316,949,0.011816230602562428
333,999,0.03343317657709122
349,1049,0.0027064811438322067
366,1099,0.018265487626194954
383,1149,0.020901916548609734
