epoch,step,trainLoss
49,49,2.6628475189208984
99,99,0.7499402761459351
149,149,0.33531731367111206
199,199,0.06781338900327682
249,249,0.0956454798579216
299,299,0.04376818984746933
349,349,0.0496218279004097
399,399,0.05510537698864937
449,449,0.043872375041246414
499,499,0.046812642365694046
549,549,0.056040242314338684
599,599,0.04195018112659454
649,649,0.04458267241716385
699,699,0.05582126975059509
749,749,0.036153752356767654
799,799,0.04300825670361519
849,849,0.05188808962702751
899,899,0.03420362249016762
949,949,0.03746601939201355
999,999,0.04854332655668259
1049,1049,0.030372045934200287
