epoch,step,trainLoss
12,49,0.42077749967575073
24,99,0.3102073073387146
37,149,0.10855773836374283
49,199,0.19040285050868988
62,249,0.08953692018985748
74,299,0.2043769359588623
87,349,0.08442599326372147
99,399,0.21650569140911102
112,449,0.08543755114078522
124,499,0.2444625347852707
137,549,0.08427616208791733
149,599,0.11087386310100555
162,649,0.08487074077129364
174,699,0.11364582926034927
187,749,0.08623307198286057
199,799,0.11674164235591888
212,849,0.08829683065414429
224,899,0.1151232048869133
237,949,0.07525534927845001
249,999,0.11938124895095825
262,1049,0.07759305089712143
274,1099,0.15950913727283478
287,1149,0.07778012007474899
299,1199,0.06910034269094467
312,1249,0.075911745429039
324,1299,0.07134402543306351
337,1349,0.08481954038143158
349,1399,0.07420417666435242
362,1449,0.09420466423034668
374,1499,0.07717522233724594
387,1549,0.05916866660118103
399,1599,0.08488047122955322
412,1649,0.06207985803484917
424,1699,0.10571117699146271
437,1749,0.0648341104388237
449,1799,0.04716882482171059
462,1849,0.06961208581924438
474,1899,0.050187453627586365
487,1949,0.07493115216493607
499,1999,0.05580758675932884
512,2049,0.0912032201886177
524,2099,0.06056223437190056
537,2149,0.043724678456783295
549,2199,0.07137612998485565
562,2249,0.04755724221467972
574,2299,0.0963779017329216
587,2349,0.05417284369468689
599,2399,0.04758257791399956
612,2449,0.062206558883190155
624,2499,0.051011648029088974
637,2549,0.07071632891893387
649,2599,0.05413436144590378
662,2649,0.09306740760803223
674,2699,0.060329996049404144
687,2749,0.03940451890230179
699,2799,0.07275261729955673
712,2849,0.043566346168518066
724,2899,0.09584199637174606
737,2949,0.05225086957216263
749,2999,0.04551361873745918
762,3049,0.058299191296100616
774,3099,0.04715486615896225
787,3149,0.06758241355419159
799,3199,0.04965520277619362
812,3249,0.08766874670982361
824,3299,0.05896870046854019
837,3349,0.044402386993169785
849,3399,0.06948761641979218
862,3449,0.048892222344875336
874,3499,0.10916663706302643
887,3549,0.05298198387026787
899,3599,0.04542030021548271
