epoch,avg Precision
0,0.30182399999999965
1,0.45725203973362044
2,0.9275174435349877
3,0.9990061182692497
4,0.9978859391111787
5,0.9925812609055652
6,0.9876609888466086
7,0.9855222465090376
8,0.9860720898910148
9,0.9851465968457532
10,0.9855446530149102
11,0.9858659655380906
12,0.9850475242398864
13,0.9844624269544042
14,0.9838730241412686
15,0.9834571676402599
16,0.9823621029464126
17,0.9827541710923815
18,0.9829151079709472
19,0.9835110315844773
